strategy,symbol,start,end,sharpe_net,cagr,total_return,max_drawdown,ann_vol,turnover,trades,win_rate,bh_sharpe,bh_total_return
MACD_WF_long_only,^NSEI,2015-01-02,2025-10-17,0.7369263278275218,0.11109437108924869,2.0378306842572926,-0.38439852452742074,0.16069915353064237,0.09484380880692511,1,0.5396020288724152,0.7310710964061314,2.0623550865360096
